SMILES,BIOACT_PCHEMBL_VALUE,CMP_CHEMBL_ID
COc1ccc2c(c1)CN1CCCc3ccccc3C1N2C,4.53,CHEMBL2152542
S=C1NC2=C(CNC/C2=C\c2ccc(Br)cc2)C(c2ccc(Br)cc2)N1,5.78,CHEMBL2385780
O=C(CN1CCCC1)Nc1ccc2nc3c4[nH]c5ccccc5c4ccn3c(=O)c2c1,5.61,CHEMBL1096953
COc1nc2nc3c(c(N)c2c(-c2ccccc2)c1C#N)CCCC3,5.29,CHEMBL1644728
CC(C(=O)NCCNc1c2c(nc3ccccc13)CCCC2)c1ccc(-c2ccc(OCCO[N+](=O)[O-])cc2)c(F)c1,8.00,CHEMBL2380615
COc1cc(CNCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)ccc1O,8.47,CHEMBL1783195
CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1cc2cccnc2s1,6.02,CHEMBL1076260
O=C(CNCCNc1c2c(nc3ccccc13)CCCC2)Nc1ccc2c(c1)C(=O)c1cccc3ccnc-2c13,6.36,CHEMBL1830626
CC(=O)N(CCCN=c1c2ccccc2nc2n1CCCCCC2)CCC/N=c1\c2ccccc2nc2n1CCCCCC2,7.14,CHEMBL1669449
CCOP(=S)(OCC)SCc1cccc(CSP(=S)(OCC)OCC)n1,4.25,CHEMBL2270695
CCC1c2c(nc3c(c2N)CCCC3)Oc2c1c(=O)oc1ccccc21,5.25,CHEMBL2425842
COc1cc2c3cc1Oc1c(OO)c(OC)cc4c1[C@H](Cc1ccc(cc1)Oc1cc(ccc1O)C[C@H]3N(C)CC2)N(C)CC4,5.39,CHEMBL2219880
CN1c2c(nn(-c3ccc(-c4nc5ccccc5[nH]4)cc3)c2-c2ccccc2)-c2ccccc2S1(=O)=O,7.37,CHEMBL3237466
O=C1/C(=C/c2ccc(Cl)cc2Cl)CN(C(=O)[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2cc(Cl)ccc23)C/C1=C\c1ccc(Cl)cc1Cl,4.70,CHEMBL2380674
CCN(CC)CCCCOc1ccc(CC2NCCc3cc(OC)c(OC)cc32)cc1,4.82,CHEMBL3262656
CC1c2c(nc3c(c2N)CCCC3)Oc2c1c(=O)oc1ccccc21,5.91,CHEMBL2425859
CCOP(=O)(OCC)SCc1cccc(CSP(=O)(OCC)OCC)n1,4.64,CHEMBL2270701
CC(C)N(CCOc1ccc(-c2nc3ccccc3[nH]2)cc1)C(C)C,5.39,CHEMBL2413558
CCCCOC(=O)N[C@@H](CCC)C(=O)N[C@H](C)c1nc2ccc(F)cc2s1,4.71,CHEMBL2334733
Cn1nc2nc3c(c(N)c2c1C(N)=O)CCCC3,5.27,CHEMBL2037382
O=C(CCNCCCCNc1c2c(nc3ccccc13)CCC2)Nc1ccc2c(c1)C(=O)c1cccc3ccnc-2c13,6.70,CHEMBL1830625
Fc1ccc(/C=C2\CN(CCN3CCOCC3)CC3=C2NC(=S)NC3c2ccc(F)cc2)cc1,5.47,CHEMBL2417675
CC(C(=O)NCCNc1c2c(nc3ccccc13)CCCC2)c1ccc(-c2ccccc2)c(F)c1,7.23,CHEMBL2380612
CO/N=C\c1ccc(O[C@@H]2OC[C@@H](OC(=O)c3ccccc3)[C@@H](OC(=O)c3ccccc3)[C@H]2OC(=O)c2ccccc2)cc1,4.34,CHEMBL452742
CN(C)CCCNc1ccc2c(c1)-c1nccc3cccc(c13)C2=O,5.92,CHEMBL1956550
CN(C)c1nc2nc3c(c(N)c2cc1C#N)CCCC3,5.28,CHEMBL1644721
CCCN(CCC)CCCCCCCCOc1ccc(CN(CC)CC)cc1,8.04,CHEMBL1086100
Oc1c(CNCCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)ccc2cccnc12,8.30,CHEMBL1200296
CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)NCCCN)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,5.27,CHEMBL3289726
COc1cc2c(cc1OCCN1CCCCC1)C(=O)/C(=C\c1ccccc1)C2,5.65,CHEMBL2043045
O=C(CN1CCCCC1)Nc1ccc2nc3c4[nH]c5ccccc5c4ccn3c(=O)c2c1,4.95,CHEMBL1098308
CCN1CC2=C(NC(=S)NC2c2ccc(F)cc2)/C(=C/c2ccc(F)cc2)C1,5.22,CHEMBL2417665
COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN(C)C)cc1)NCC2,5.06,CHEMBL3262661
O=C(NCCCCCCCCCCNc1c2c(nc3cc(Cl)cc(Cl)c13)CCCC2)c1cc(=O)c2cc(O)c(O)cc2o1,7.06,CHEMBL2021743
COC(=O)C1=C2Nc3ccccc3[C@@]23CCN2C[C@]4(C[C@@H]5C[C@]67CC(=O)C[C@H]6CCN6CC[C@@]8(c9cccc(OC)c9N(C4)[C@@]58O)[C@@H]67)[C@@H]4OCC[C@]4(C1)[C@H]23,4.74,CHEMBL1079129
NCCCCCCNc1c2c(nc3ccccc13)CCCC2,8.69,CHEMBL2171328
CCN(CC)C(C)C(=O)N1c2ccccc2Sc2ccccc21,6.08,CHEMBL376514
COc1cc(/C=C/C(=O)NCCNc2c3c(nc4ccccc24)CCCC3)ccc1OCCCO[N+](=O)[O-],8.08,CHEMBL2171334
c1ccc2c(c1)-c1ccccc1C2C[C@@H]1CCCN2CCCC[C@H]12,6.20,CHEMBL1782724
CN(CCCNc1c2c(nc3ccccc13)CCCC2)CCCSc1c2c(nc3ccccc13)CCCC2,8.38,CHEMBL367067
COc1ccccc1/C=C1\CN(C(=O)C[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2ccccc23)C/C(=C\c2ccccc2OC)C1=O,5.03,CHEMBL2332550
O=C(CCNCCNc1c2c(nc3ccccc13)CCC2)Nc1ccc2c(c1)C(=O)c1cccc3ccnc-2c13,5.75,CHEMBL1830623
CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1cc2ccsc2s1,6.15,CHEMBL1080274
CN1c2ccccc2CN2CCc3c([nH]c4ccccc34)C21,5.57,CHEMBL2171768
COC(=O)c1cc2c(N)c3c(nc2nc1C)CCCC3,5.47,CHEMBL1086184
CC(SC[C@@H]1CCCN2CCCC[C@H]12)C(=O)N1c2ccccc2Sc2ccccc21,6.33,CHEMBL1782735
Cc1ccc2[nH]c(-c3ccc(-n4nc5c(c4C)N(C)S(=O)(=O)c4ccccc4-5)cc3)nc2c1,7.39,CHEMBL3233057
CCN(CC)CC(=O)Nc1ccc2nc3n(c(=O)c2c1)CCc1c-3[nH]c2ccccc12,4.75,CHEMBL1095603
CCN(CCCCNc1c2c(nc3ccccc13)CCCC2)CCC(=O)Nc1nc(-c2ccccc2)cs1,7.74,CHEMBL2158124
Fc1ccc(C2=CSC3=NC4=C(CNC/C4=C\c4ccccc4)C(c4ccccc4)N23)cc1,5.10,CHEMBL3102873
CC(C(=O)NCCNc1c2c(nc3ccccc13)CCCC2)c1ccc(-c2ccc(OCCCCCCO[N+](=O)[O-])cc2)c(F)c1,8.12,CHEMBL2380603
Cc1ccc(CN(C(=O)/C=C/C(=O)N(Cc2ccc(C)cc2)c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,4.34,CHEMBL2296120
CN1CCC=C(c2nsnc2OCCCOCCCCC(=O)NCCCCNc2c3c(nc4ccccc24)CCCC3)C1,8.23,CHEMBL589409
C/C=C(\C)C(=O)N[C@@H]1[C@H](OC(C)=O)[C@@H]2CC[C@@H]3[C@H](CC[C@]4(C)C([C@H](C)NC)=CC[C@@H]34)[C@@]2(C)C[C@@H]1OC(C)=O,4.60,CHEMBL500603
O=C1c2ccc(NCCN3CCOCC3)cc2-c2nccc3cccc1c23,4.59,CHEMBL1956553
Cc1ccc(/C=C2\CN(C(=O)C3CC(c4ccccc4)NC34C(=O)Nc3ccccc34)CC3(C2=O)C(c2ccc(C)cc2)C(c2ccccc2)NC32C(=O)Nc3ccccc32)cc1,4.70,CHEMBL3235955
CN1CCC=C(c2nsnc2OCCCCNCCCNc2c3c(nc4ccccc24)CCCC3)C1,7.54,CHEMBL597192
COc1cc(/C=C2\COc3cc(OCCCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3C2=O)cc(OC)c1OC,6.96,CHEMBL3093169
COc1ccc(C(=O)CC(C(=O)Nc2ccccc2)n2ccnc2)cc1,4.52,CHEMBL598110
COc1cc(/C=C/C(=O)NCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)ccc1O,7.56,CHEMBL256919
O=C(NCCCCCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc(=O)c2c(O)cc(O)cc2o1,9.46,CHEMBL2021742
O=C1c2ccccc2-c2ncc(OCCN3CCCC3)c3cccc1c23,6.10,CHEMBL1770200
O=c1ccc2cc(OCCCCSC[C@@H]3CCCN4CCCC[C@H]34)ccc2o1,5.37,CHEMBL1782747
O=c1cc(-c2ccc([N+](=O)[O-])cc2)oc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,6.34,CHEMBL2436710
COc1cc(O)c2c(=O)cc(C(=O)NCCCCCCCCCCNc3c4c(nc5cc(Cl)cc(Cl)c35)CCCC4)oc2c1,7.46,CHEMBL2021731
CCN(CC)CC(=O)Nc1ccc2nc3c4[nH]c5ccccc5c4ccn3c(=O)c2c1,4.78,CHEMBL1096952
COc1ccccc1/C=C1\CNCC2=C1N=C1SC=C(c3ccccc3)N1C2c1ccccc1OC,5.39,CHEMBL3104454
O=C(CCN1CCOCC1)Nc1ccc2nc3c4[nH]c5ccccc5c4ccn3c(=O)c2c1,4.56,CHEMBL2375929
CN1CCC=C(c2nsnc2OCCCOCCCC(=O)NCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)C1,8.30,CHEMBL589384
CN(CCCOc1cc2ccccc2oc1=O)Cc1ccccc1,5.40,CHEMBL2314727
c1ccc(CCNc2ccnc(N3CCCC3)n2)cc1,4.86,CHEMBL1082978
O=C(CCC(=O)Nc1nc(-c2ccc(Cl)cc2)cs1)NCCCCNc1c2c(nc3ccccc13)CCCC2,7.78,CHEMBL2158114
CCCCCCCNC(=O)Oc1ccc2c(c1)CN1CCc3ccccc3C1N2C,7.23,CHEMBL2152545
CCN(CC)Cc1ccc(OCCCCCCCCCCN2CCCCC2)cc1,7.11,CHEMBL1085869
c1ccc2c(c1)Sc1ccccc1N2C1CN2CCC1CC2,5.52,CHEMBL609132
CCN(CC)c1ccc(/C=C2\COc3cc(OCCCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3C2=O)cc1,6.63,CHEMBL3093165
Cc1c(OCCCCCN2CCCCC2)ccc2c(=O)cc(-c3ccccc3)oc12,5.85,CHEMBL2393064
CC(C)OC(=O)N[C@H](C(=O)N[C@H](C)c1nc2ccc(F)cc2s1)C(C)C,4.39,CHEMBL2334743
O=C(CCCSC[C@@H]1CCCN2CCCC[C@H]12)N1c2ccccc2Sc2ccccc21,6.13,CHEMBL1782737
CCN(C)C(=O)Oc1cccc2c1C(CCCN)CN2,5.92,CHEMBL3304193
C#CCN(C)[C@H](C)Cc1ccc(OCCCCCCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)cc1,7.75,CHEMBL2333930
COc1cc(/C=C/C(=O)NCCCNc2c3c(nc4ccccc24)CCCC3)ccc1OCCO[N+](=O)[O-],7.60,CHEMBL2171313
Cc1ccc2ccc(CNCCCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c(O)c2n1,8.15,CHEMBL1200287
O=C(CCCOc1ccc2ccc(=O)oc2c1)N1CCN(c2ccccc2F)CC1,4.82,CHEMBL3286723
O=C(NCCCCCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc(=O)c2cc(O)c(O)cc2o1,8.10,CHEMBL2021688
CC(C)CCC(=O)N(CCCCN=c1c2ccccc2nc2n1CCCCCC2)CCCN=c1c2ccccc2nc2n1CCCCCC2,8.52,CHEMBL1669464
CN1c2ccc(O)cc2CN2CCCC21,4.39,CHEMBL2152550
O=C(CCNc1ccccc1)Nc1ccc2nc3c4[nH]c5ccccc5c4ccn3c(=O)c2c1,4.56,CHEMBL2375932
CCOP(=S)(OCC)SCc1ccccn1,4.77,CHEMBL2270696
O=C(C[C@H]1CCCN2CCCC[C@H]12)N1c2ccccc2Sc2ccccc21,5.32,CHEMBL1782732
CN(C)CCCNC(=O)c1ccc(/C=C2\CCn3c2nc2cc(Cl)ccc2c3=O)cc1,5.29,CHEMBL2011207
O=[N+]([O-])c1ccc(C2NC(=S)NC3=C2CN(CCN2CCOCC2)C/C3=C\c2cccc([N+](=O)[O-])c2)cc1,5.29,CHEMBL2417672
Cc1ccc2ccc(CNCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c(O)c2n1,8.70,CHEMBL1200196
CCN(CC)Cc1ccc(OCCCCCN2CCCC2)cc1,5.81,CHEMBL1086036
CC(C)N(CCOc1ccc(-c2nc3cc(Cl)ccc3[nH]2)cc1)C(C)C,5.13,CHEMBL2413741
O=C(COc1cc(=O)oc2ccccc12)N1CCN(c2ccc(F)cc2)CC1,4.12,CHEMBL2393500
O=C(C[C@H]1C[C@H]2CCCN2[C@]12C(=O)Nc1ccccc12)N1C/C(=C\c2ccc(Cl)cc2Cl)C(=O)[C@]2(C[C@H]3CCCN3[C@@]23C(=O)Nc2ccccc23)C1,5.02,CHEMBL2332531
COc1ccc(CNc2ccnc(NC3CCN(Cc4ccccc4)CC3)n2)cc1,5.31,CHEMBL2047229
CCNC(=O)Oc1cccc(CC(=O)NC2CCN(Cc3ccccc3)CC2)c1,4.43,CHEMBL1629781
CN1c2ccc(OC(=O)NCc3ccccc3)cc2CN2CCc3c([nH]c4ccccc34)C21,5.67,CHEMBL3262490
O=C1/C(=C/c2ccc(Cl)cc2)CN(C(=O)[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2cc(Cl)ccc23)C/C1=C\c1ccc(Cl)cc1,4.55,CHEMBL2380676
COc1cc2cc(OCC3CCN(Cc4ccccc4)CC3)c(=O)oc2cc1OC,5.41,CHEMBL2314731
CCCCN(CCCC)CCCCOc1ccc(CN(CC)CC)cc1,5.60,CHEMBL1082785
Fc1ccc(/C=C2\CNCC3=C2NC(=S)NC3c2ccc(F)cc2)cc1,4.54,CHEMBL2385783
C=CC(=O)N1C/C(=C\c2ccc(Cl)cc2Cl)C(=O)[C@@]2(C1)[C@H](c1ccc(Cl)cc1Cl)CN(C)[C@]21C(=O)Nc2ccccc21,5.27,CHEMBL3115045
C=CC(=O)N1C/C(=C\c2ccccc2F)C(=O)[C@@]2(C1)[C@H](c1ccccc1F)CN(C)[C@]21C(=O)Nc2ccccc21,5.33,CHEMBL3115043
O=C(CCN1CCCCC1)Nc1ccc2nc3c4[nH]c5ccccc5c4ccn3c(=O)c2c1,4.62,CHEMBL2375928
N#Cc1c(-c2ccc(Cl)cc2)oc2nc3c(c(N)c12)CCCC3,4.49,CHEMBL1916929
COc1cc2c(cc1OCCCCCCN1CCCCC1)C(=O)/C(=C\c1ccncc1)C2,5.35,CHEMBL2043056
CCN(CC)CCCCCCOc1ccc(CC2NCCc3cc(OC)c(OC)cc32)cc1,5.31,CHEMBL3262658
O=C(NCCC1CCN(Cc2ccccc2)CC1)c1cc2ccc(O)cc2oc1=O,4.34,CHEMBL3087902
CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1cc2ccccc2s1,6.26,CHEMBL1076259
CCC[C@H](NC(=O)OCC(Cl)(Cl)Cl)C(=O)N[C@H](C)c1nc2ccc(F)cc2s1,4.20,CHEMBL2334736
COc1ccc(C2=CSC3=NC4=C(CNC/C4=C\c4ccc(F)cc4)C(c4ccc(F)cc4)N23)cc1,4.58,CHEMBL3104336
CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccccc1)CCCC3,5.30,CHEMBL253386
CC1(C)O[C@H]1COc1cc(=O)oc2cc3occc3cc12,4.19,CHEMBL1651087
Nc1cccc(-c2nnc(-c3ccc(O)cc3O)s2)c1,4.07,CHEMBL2337267
CN(C)c1ccccc1CNCCCCCCCCCNc1c2c(nc3ccccc13)CCCC2,8.58,CHEMBL2147462
CCNC(=O)Oc1ccc2c(c1)CN1CCc3c([nH]c4ccccc34)C1N2C,5.99,CHEMBL3262487
O=C1c2ccccc2-c2nccc3c(OCCN4CCCCC4)ccc1c23,5.66,CHEMBL1770205
CN1CCN(c2nccc(NCc3cccc4ccccc34)n2)CC1,5.59,CHEMBL1084213
CCN(C)C(=O)Oc1ccc2c(c1)NCC2CCCN,5.33,CHEMBL3304255
COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCCCC3)cc1)NCC2,5.60,CHEMBL3262666
C=CC(=O)N1C/C(=C\c2cccc3ccccc23)C(=O)[C@@]2(C1)[C@H](c1cccc3ccccc13)CN(C)[C@]21C(=O)Nc2ccccc21,5.05,CHEMBL3115196
Cc1c(OCCCCCCN2CCCCC2C)ccc2c(=O)cc(-c3ccccc3)oc12,5.43,CHEMBL2393057
Cn1nc(C#N)c2c(N)c3c(nc21)CCCC3,5.20,CHEMBL2037381
CC(C(=O)NCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1ccc(-c2ccc(OCCO[N+](=O)[O-])cc2)c(F)c1,8.69,CHEMBL2376474
S=C1NC2=C(CN(CCN3CCOCC3)C/C2=C\c2ccc(Cl)cc2)C(c2ccc(Cl)cc2)N1,5.37,CHEMBL2417674
O=C(CCC(=O)Nc1nc2c(s1)CCCC2)NCCCCNc1c2c(nc3ccccc13)CCCC2,6.44,CHEMBL2158115
Cc1cc(=O)oc2cc(OCCCC(=O)N3CCN(c4ccccc4)CC3)ccc12,4.17,CHEMBL3286728
CC(C)NC(=O)Oc1ccc(CC(=O)NC2CCN(Cc3ccccc3)CC2)cc1,4.74,CHEMBL1629776
Cc1c2c(nn1-c1ccc(-c3nc4ccccc4[nH]3)cc1)-c1ccccc1S(=O)(=O)N2C,7.37,CHEMBL3237456
Cc1c(OCCN2CCCC2)ccc2c(=O)cc(-c3ccccc3)oc12,5.57,CHEMBL2392936
COc1ccc(CNCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1OC,7.61,CHEMBL1783191
CC1(C)C[C@@H]2[C@@H](CO)CC[C@H]3O[C@]3(C)CC[C@H]21,4.58,CHEMBL511533
Clc1cccc(Cl)c1/C=N/N=c1ccn(Cc2ccccc2)cc1,5.10,CHEMBL598650
C#CCN(C)[C@H](C)Cc1ccc(OCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1,7.45,CHEMBL2333937
O=C(CCN1CCCCC1)Nc1ccc(/C=C2\CCCn3c2nc2cc(Cl)ccc2c3=O)cc1,5.22,CHEMBL2011201
CCN(C)C(=O)Oc1cccc2c1C(CCC(=O)OC)CN2,6.52,CHEMBL2220436
Cc1cccc(-c2nnc(-c3ccc(O)cc3O)s2)c1,4.77,CHEMBL2337272
C(=C1c2ccccc2Sc2ccccc21)[C@@H]1CCCN2CCCC[C@H]12,6.03,CHEMBL1782721
CN(CCCCN=c1c2ccccc2nc2n1CCC2)CCCN=c1c2ccccc2nc2n1CCC2,7.09,CHEMBL1669451
COc1cc(/C=C/C(=O)NCCCCNc2c3c(nc4ccccc24)CCCC3)ccc1OCCCCO[N+](=O)[O-],8.33,CHEMBL2171319
CN1c2ccccc2CN2CCc3ccccc3C21,4.36,CHEMBL2152537
Oc1ccc(CNCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1,8.27,CHEMBL1783194
COC(=O)[C@@H]1CCCN1CCCCOc1ccc2c(=O)cc(-c3ccccc3)oc2c1C,5.42,CHEMBL2393073
CCN1CC2=C(NC(=S)NC2c2ccccc2C)/C(=C/c2ccccc2C)C1,5.41,CHEMBL2417660
c1ccc2c(NCCCCCCCCNCc3ccncc3)c3c(nc2c1)CCCC3,8.33,CHEMBL1783242
CCN(CC)CCCCCCCCOc1ccc(CN(CC)CC)cc1,7.32,CHEMBL1082850
COc1cc2cc(C(=O)OCC3CCN(Cc4ccccc4)CC3)c(=O)oc2cc1OC,5.33,CHEMBL2314721
C=C(C)C(=O)N(CCCCN=c1c2ccccc2nc2n1CCCCCC2)CCCN=c1c2ccccc2nc2n1CCCCCC2,7.42,CHEMBL1669459
O=c1cc(-c2ccccc2)oc2cc(OCCCN3CCN(CCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,6.51,CHEMBL2436694
CC(C(=O)NCCCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1ccc(-c2ccc(OCCCCCCO[N+](=O)[O-])cc2)c(F)c1,8.82,CHEMBL2376481
Nc1c2c(nc3c1C(c1ccc4c(c1)OCO4)c1c(c4ccccc4oc1=O)O3)CCCC2,6.24,CHEMBL2425856
O=C(CCCOc1cc(=O)oc2ccccc12)NC1CCN(Cc2ccccc2)CC1,4.39,CHEMBL2393509
CCN(CC)Cc1ccc(OCCCCN2CCCC2)cc1,5.85,CHEMBL1082782
O=C1/C(=C/c2ccc(F)cc2)COc2cc(OCCCCCCNc3c4c(nc5ccccc35)CCCC4)ccc21,7.35,CHEMBL3093180
CC(C(=O)NCCNc1c2c(nc3ccccc13)CCCC2)c1ccc(-c2ccc(OCCCCO[N+](=O)[O-])cc2)c(F)c1,8.00,CHEMBL2380602
CC(C(=O)NCCCNc1c2c(nc3ccccc13)CCCC2)c1ccc(-c2ccccc2)c(F)c1,7.86,CHEMBL2380613
COc1ccccc1/C=C1\CN(C(=O)C[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2ccccc23)C[C@@]2(C[C@H]3CCCN3[C@@]23C(=O)Nc2ccccc23)C1=O,4.72,CHEMBL2332542
Cc1c(OCCCCCN2CCN(C)CC2)ccc2c(=O)cc(-c3ccccc3)oc12,5.31,CHEMBL2393066
Nc1c2c(nc3oc(-c4ccccc4)cc13)CCCC2,5.44,CHEMBL1916766
O=C(COc1cc(=O)oc2ccccc12)NC1CCN(Cc2ccccc2)CC1,4.35,CHEMBL2393508
C1=C(c2ccccc2)N2C(=NC3=C(CNC/C3=C\c3ccccc3)C2c2ccccc2)S1,5.76,CHEMBL3104452
COc1cc(/C=C/c2ccc(OCCCCCCN3CCCC3)cc2)cc(OC)c1,5.09,CHEMBL3133244
CCN(CC)Cc1ccc(OCCN2CCCCC2)cc1,5.00,CHEMBL1086464
CN(C)CCCNc1ccc2c3c(nccc13)-c1ccccc1C2=O,5.47,CHEMBL1770209
O=c1c2ccccc2nc2n1CCC2Cc1ccc(OCCCN2CCCCC2)cc1,5.24,CHEMBL512904
CC(C(=O)NCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1ccc(-c2ccc(OCCCO[N+](=O)[O-])cc2)c(F)c1,8.62,CHEMBL2376475
CCN(CCCNc1c2c(nc3ccccc13)CCCC2)CCC(=O)Nc1nc(-c2ccccc2)cs1,8.22,CHEMBL2158121
O=c1cc(-c2ccccc2)oc2cc(OCCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,6.50,CHEMBL2436700
CCCCC1c2c(nc3c(c2N)CCCC3)Oc2c1c(=O)oc1ccccc21,4.64,CHEMBL2425843
COc1nc2nc3c(c(N)c2cc1C#N)CCCC3,5.02,CHEMBL1644726
CN(C)CCOc1ccc(-c2nc3ccccc3[nH]2)cc1,5.23,CHEMBL2413746
O=C(CN1CCN(CCCOc2ccc3ccc(=O)oc3c2)CC1)Nc1c2c(nc3ccccc13)CCCC2,6.36,CHEMBL2391654
O=C(CCNCCCCNc1c2c(nc3ccccc13)CCCC2)Nc1ccc2c(c1)C(=O)c1cccc3ccnc-2c13,6.54,CHEMBL1830629
COc1cc2c(cc1OCCCCCCn1ccnc1)C(=O)/C(=C\c1ccncc1)C2,4.73,CHEMBL2043060
Cc1ccc(/C=C2\CNCC3=C2N=C2SC=C(c4ccc(F)cc4)N2C3c2ccc(C)cc2)cc1,5.31,CHEMBL3104322
Cc1ccccc1/C=C1\CN(C(=O)C[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2ccccc23)C/C(=C\c2ccccc2C)C1=O,4.75,CHEMBL2332549
CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)OC(C)(C)C,5.46,CHEMBL1082081
CCN(CCCCCCOc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1)Cc1cccc(F)c1,4.28,CHEMBL3133239
CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1cccs1,6.00,CHEMBL1080813
COc1ccc2[nH]c(-c3ccc(-n4nc5c(c4C)N(C)S(=O)(=O)c4ccccc4-5)cc3)nc2c1,5.16,CHEMBL3237459
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,5.63,CHEMBL503
O=C1/C(=C/c2cccc([N+](=O)[O-])c2)CN(C(=O)[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2cc(Cl)ccc23)C/C1=C\c1cccc([N+](=O)[O-])c1,4.76,CHEMBL2380673
COc1cc(/C=C/c2ccc(OCCCCCCN(C)Cc3ccccc3)cc2)cc(OC)c1,4.58,CHEMBL3132866
Fc1ccc(/C=C2\CNCC3C2NC(=S)NC3c2ccc(F)cc2)cc1,4.54,CHEMBL3104451
O=C1c2ccccc2-c2ncc(OCCN3CCCCC3)c3cccc1c23,6.14,CHEMBL1770199
COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCC(c4ccccc4)CC3)cc1)NCC2,5.10,CHEMBL3262673
c1ccc2c(c1)CCN1CCc3cc(OCCCCCCOc4ccc5c(c4)CCN4CCc6ccccc6C54)ccc3C21,7.85,CHEMBL1099378
CC(C(=O)NCCCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1ccc(-c2ccc(OCCCCO[N+](=O)[O-])cc2)c(F)c1,8.89,CHEMBL2376480
C#CCNc1nc2nc3c(c(N)c2cc1C#N)CCCC3,5.59,CHEMBL1644724
O=c1cc(-c2ccccc2)oc2cc(OCCCCCN3CCN(CCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,6.59,CHEMBL2436696
COc1cc(/C=C/C(=O)NCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)ccc1OCCCO[N+](=O)[O-],9.00,CHEMBL2171326
CC(C(=O)NCCCCNc1c2c(nc3ccccc13)CCCC2)c1ccc(-c2ccc(OCCO[N+](=O)[O-])cc2)c(F)c1,7.86,CHEMBL2380608
O=C(CCS)NCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,6.75,CHEMBL2036263
O=C(CNCCNc1c2c(nc3ccccc13)CCCCC2)Nc1ccc2c(c1)C(=O)c1cccc3ccnc-2c13,6.68,CHEMBL1830630
C#CCOP(C)(=O)OC(C(=O)OC)C(F)(F)F,4.54,CHEMBL1922541
Cc1ccc2[nH]c(-c3ccc(OCCN4CCCC4)cc3)nc2c1,5.49,CHEMBL2413735
CCCCNC(=O)Oc1ccc(CC(=O)NC2CCN(Cc3ccccc3)CC2)cc1,4.93,CHEMBL1632336
CCN(CC)CCCCOc1ccc2c(=O)cc(-c3ccccc3)oc2c1C,5.32,CHEMBL2393067
c1ccc(CNCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)nc1,8.52,CHEMBL2147464
COc1cc(C2c3c(nc4c(c3N)CCCC4)Oc3c2c(=O)oc2ccccc32)cc(OC)c1OC,5.49,CHEMBL2425855
