SMILES,BIOACT_PCHEMBL_VALUE,CMP_CHEMBL_ID
O=C1/C(=C/c2ccc(Cl)cc2)CN(C(=O)C[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2ccccc23)C/C1=C\c1ccc(Cl)cc1,4.49,CHEMBL2332979
NNc1nncc2ccccc12,5.51,CHEMBL276832
CCN(CC)CCCOc1ccc(/C=C2\CCn3c2nc2ccccc2c3=O)cc1,5.15,CHEMBL513587
COc1ccc2c(c1)cc(CNCc1ccccc1)n2C,4.64,CHEMBL3124971
CCN(CCCCCCNc1c2c(nc3ccccc13)CCCC2)CC(=O)Nc1nc(-c2ccc(OC)cc2)cs1,6.23,CHEMBL2158128
Cc1ccc2[nH]c(-c3ccc(O)cc3)nc2c1,5.33,CHEMBL2413732
C=CC(=O)N1C/C(=C\c2cccc3ccccc23)C(=O)C2(C1)C(c1cccc3ccccc13)C(c1ccccc1)NC21C(=O)Nc2ccccc21,4.86,CHEMBL3235947
COC(=O)C1=C2Nc3ccccc3[C@@]23CCN2[C@H](O)[C@]4(C[C@@H]5C[C@]67CC(=O)O[C@H]6CCN6CC[C@@]8(c9cccc(OC)c9N(C4)[C@@H]58)[C@@H]67)[C@@H]4OCC[C@]4(C1)[C@H]23,4.79,CHEMBL1797183
O=C(CNc1ccccc1)Nc1ccc2nc3c4[nH]c5ccccc5c4ccn3c(=O)c2c1,4.60,CHEMBL2375920
CN(C)CCNc1ccc2c(c1)-c1nccc3cccc(c13)C2=O,5.72,CHEMBL1956549
c1ccc(C(SC[C@@H]2CCCN3CCCC[C@H]23)c2ccccc2)cc1,5.48,CHEMBL1782729
CN(CCCCCCCCN(C)c1cc2nc(-c3ccccc3)nn(-c3ccccc3)c-2cc1=O)Cc1ccccc1,6.51,CHEMBL2153024
CN1CCC=C(c2nsnc2OCCCOCCCCC(=O)NCCCNc2c3c(nc4ccccc24)CCCC3)C1,8.05,CHEMBL590059
CC(C)[C@H](NC(=O)OCC(F)(F)F)C(=O)N[C@H](C)c1nc2ccc(F)cc2s1,4.14,CHEMBL2334726
CN(C)CCCN(C)c1cc2nc(-c3ccccc3)nn3c4ccccc4c(c1=O)c23,5.40,CHEMBL2153030
c1ccc2c(NCCCCCCCCNCc3ccc4c(c3)OCO4)c3c(nc2c1)CCCC3,8.46,CHEMBL1783241
COc1ccc2c(c1)oc1cccc(CN(C(=O)CCO[N+](=O)[O-])C(C)C)c12,4.84,CHEMBL3127215
CCN(CCCCNc1c2c(nc3ccccc13)CCCC2)CCC(=O)Nc1nc(-c2ccc(Cl)cc2)cs1,7.34,CHEMBL2158126
c1ccc2c(c1)CCc1ccccc1N2C[C@@H]1CCCN2CCCC[C@H]12,5.66,CHEMBL1782716
CCN(C)C(=O)Oc1ccc2c(c1)N(CCCN(C)C)CC2,5.37,CHEMBL3302239
COc1cc(OCCCN2CCN(CCCNc3c4c(nc5ccccc35)CCCC4)CC2)cc2occc(=O)c12,7.46,CHEMBL2436691
Cc1ccc(/C=C2\CNCC3=C2NC(=O)NC3c2ccc(C)cc2)cc1,5.15,CHEMBL2385769
COc1cc(/C=C/C(=O)NCCCCCCNc2c3c(nc4ccccc24)CCCC3)ccc1OCCCCCCO[N+](=O)[O-],8.70,CHEMBL2171324
NCCNc1c2c(nc3ccccc13)CCCC2,7.51,CHEMBL407765
CCCCCCCNC(=O)Oc1ccc2c(c1)CN1CCCc3ccccc3C1N2C,7.33,CHEMBL2152543
O=C(CN1CCN(CCCOc2ccc3c(-c4ccccc4)cc(=O)oc3c2)CC1)Nc1c2c(nc3ccccc13)CCCC2,5.50,CHEMBL2391479
COc1cc(/C=C/c2ccc(OCCCCCCN3CCOCC3)cc2)cc(OC)c1,4.46,CHEMBL3133248
COc1ccc2nc3cc(Cl)ccc3c(SC[C@@H]3CCCN4CCCC[C@H]34)c2c1,5.33,CHEMBL1782744
Nc1c2c(nc3c1C(c1ccc(F)cc1)c1c(c4ccccc4oc1=O)O3)CCCC2,4.80,CHEMBL2425846
O=C(CCC(=O)Nc1nc(-c2ccccc2)cs1)NCCCCNc1c2c(nc3ccccc13)CCCC2,9.22,CHEMBL2158110
O=C(NCCCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1cc(=O)c2cc(O)c(O)cc2o1,7.55,CHEMBL2021692
c1ccc2c(c1)CCN1CCc3cc(OCCCOc4ccc5c(c4)CCN4CCc6ccccc6C54)ccc3C21,6.83,CHEMBL1099376
CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)NCCCCN)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,4.13,CHEMBL3289728
Oc1ccccc1CNCCCCCCNc1c2c(nc3ccccc13)CCCC2,8.02,CHEMBL2147358
O=c1cc(-c2ccccc2)oc2cc(OCCN3CCN(CCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,6.28,CHEMBL2436693
c1ccc(C(Nc2ccnc(N3CCN(C4CCCCC4)CC3)n2)c2ccccc2)cc1,5.12,CHEMBL1834074
c1ccc(CNc2ccnc(N3CCOCC3)n2)cc1,4.17,CHEMBL1085781
CN(CCCCCCCCN(C)c1cc2nc(-c3ccccc3)nn3c4ccccc4c(c1=O)c23)Cc1ccccc1,7.60,CHEMBL2153036
N#Cc1cc2c(N)c3c(nc2nc1N1CCCC1)CCCC3,5.25,CHEMBL1644722
Cc1cc(=O)oc2cc(OCCCC(=O)N3CCN(c4ccc(F)cc4)CC3)ccc12,4.62,CHEMBL3286943
C=CC(=O)N1C/C(=C\c2ccc(C)cc2)C(=O)C2(C1)C(c1ccc(C)cc1)C(c1ccccc1)NC21C(=O)Nc2ccccc21,5.23,CHEMBL3235944
CCN(CCCCCCOc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1)Cc1ccccc1F,4.28,CHEMBL3133314
COc1cccc2cc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)c(=O)oc12,4.74,CHEMBL3087903
Nc1c2c(nc3oc(-c4ccccc4)cc13)CCCCC2,5.22,CHEMBL1916767
O=C(C[C@H]1C[C@H]2CCCN2[C@]12C(=O)Nc1ccccc12)N1C/C(=C\c2cccc([N+](=O)[O-])c2)C(=O)[C@]2(C[C@H]3CCCN3[C@@]23C(=O)Nc2ccccc23)C1,4.61,CHEMBL2332532
Cc1ccccc1/C=C1\CN(C(=O)C[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2ccccc23)C[C@@]2(C[C@H]3CCCN3[C@@]23C(=O)Nc2ccccc23)C1=O,4.89,CHEMBL2332543
O=C(/C=C/C(=O)N(Cc1ccccc1)c1ccc(F)cc1)N(Cc1ccccc1)c1ccc(F)cc1,4.05,CHEMBL2295846
CN1CCN(c2nccc(NC(c3ccccc3)c3ccccc3)n2)CC1,4.62,CHEMBL1834069
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,5.91,CHEMBL451
COc1cc2c(cc1OCCCCN1CCCCC1)C(=O)/C(=C\c1ccncc1)C2,4.86,CHEMBL2043054
c1ccc(CN2CCC(Nc3nccc(NCc4ccc5c(c4)OCO5)n3)CC2)cc1,5.41,CHEMBL2047375
CCOC(=O)c1cc2c(N)c3c(nc2nc1C)CCCCC3,5.68,CHEMBL1083973
COc1ccc2cc(C(=O)NC3CCN(Cc4ccccc4)CC3)c(=O)oc2c1,4.57,CHEMBL3087907
CN(C)c1ccc(-c2cc(=O)c3ccc(OCCCCCCCCCCN4CCCCC4)cc3o2)cc1,5.62,CHEMBL3093843
Oc1ccc(-c2nnc(-c3cc(Cl)ccc3Cl)s2)c(O)c1,4.72,CHEMBL2337276
c1ccc2c(=NCCCCCCC/N=c3\c4ccccc4nc4n3CCCCCC4)n3c(nc2c1)CCCCCC3,7.57,CHEMBL1669447
C=C1CC[C@H]2O[C@]2(C)CC[C@@H]2[C@@H]1C[C@]2(C)CO,4.96,CHEMBL463194
CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)CN2CCc4ccccc4C2N3C)cc1,6.88,CHEMBL2152548
C=CC(=O)N1C/C(=C\c2ccc(F)cc2)C(=O)/C(=C/c2ccc(F)cc2)C1,4.51,CHEMBL350032
c1ccc2c(CNc3ccnc(N4CCCC4)n3)cccc2c1,5.05,CHEMBL1084210
CC(C(=O)NCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1ccc(-c2ccc(OCCCCO[N+](=O)[O-])cc2)c(F)c1,8.89,CHEMBL2376476
CN(C)CCC(=O)NN1c2ccccc2Sc2cc(Cl)ccc21,6.15,CHEMBL1629795
CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,6.14,CHEMBL1206
CCc1ccc(N(Cc2ccc(C)cc2)C(=O)/C=C/C(=O)N(Cc2ccc(C)cc2)c2ccc(CC)cc2)cc1,4.35,CHEMBL2296112
CC1(C)C[C@H]2[C@H]1CC[C@]1(C)[C@H](O)CC[C@@]2(O)[C@H]1O,4.63,CHEMBL463196
C=CC(=O)N1C/C(=C\c2ccccc2Cl)C(=O)[C@@]2(C1)[C@H](c1ccccc1Cl)CN(C)[C@]21C(=O)Nc2ccccc21,5.38,CHEMBL3115042
CC(C(=O)NCCCCNc1c2c(nc3ccccc13)CCCC2)c1ccc(-c2ccc(OCCCCO[N+](=O)[O-])cc2)c(F)c1,8.11,CHEMBL2380610
CCOP(=S)(OCC)SCCN1C(=O)c2ccccc2C1=O,5.47,CHEMBL2270694
COc1cc(/C=C/C(=O)NCCCNc2c3c(nc4ccccc24)CCCC3)ccc1OCCCO[N+](=O)[O-],7.75,CHEMBL2171314
CCN(CC)Cc1ccc(OCCCCN2CCCCC2)cc1,6.15,CHEMBL1083710
CC1CCN(c2nccc(NCc3ccccc3)n2)CC1,5.54,CHEMBL1082977
CCOC(=O)N[C@H](C(=O)N[C@H](C)c1nc2ccc(F)cc2s1)C(C)C,4.45,CHEMBL2334741
S=C1NC2/C(=C/c3ccc(Cl)cc3)CNCC2C(c2ccc(Cl)cc2)N1,5.20,CHEMBL3104450
CCCCC(=O)N(CCCCN=c1c2ccccc2nc2n1CCCCCC2)CCCN=c1c2ccccc2nc2n1CCCCCC2,7.89,CHEMBL1669462
CCOC(=O)c1cc2c(N)c3c(nc2nc1C)CCCCCC3,5.28,CHEMBL1084519
COc1cc(/C=C/C(=O)NCCNc2c3c(nc4ccccc24)CCCC3)ccc1OCCCCO[N+](=O)[O-],8.12,CHEMBL2171311
c1ccc2c(c1)Cc1ccccc1N2C[C@@H]1CCCN2CCCC[C@H]12,5.85,CHEMBL1782715
Cn1c(=O)c(C(=O)NCC2CCN(Cc3ccccc3)CC2)c(N)c2ccccc21,5.94,CHEMBL3233933
O=C(CCC(=O)Nc1nc(-c2ccccc2)cs1)NCCCCCCNc1c2c(nc3ccccc13)CCCC2,9.45,CHEMBL2158112
C=CC(=O)N1C/C(=C\c2ccc(C)cc2)C(=O)[C@@]2(C1)[C@H](c1ccc(C)cc1)CN(C)[C@]21C(=O)Nc2ccccc21,5.03,CHEMBL3115046
Nc1c2c(nc3oc(-c4ccc(Cl)cc4)cc13)CCCC2,4.64,CHEMBL1916927
c1ccc2c(c1)CCc1ccccc1N2CSC[C@@H]1CCCN2CCCC[C@H]12,6.07,CHEMBL1782739
S=C1NC2=C(CNC/C2=C\c2ccccc2Cl)C(c2ccccc2Cl)N1,5.54,CHEMBL2385776
COc1cc(/C=C/C(=O)NCCCNc2c3c(nc4ccccc24)CCCC3)ccc1O,7.51,CHEMBL255502
CN1CCC=C(c2nsnc2OCCCCNCCCCNc2c3c(nc4ccccc24)CCCC3)C1,7.79,CHEMBL599650
C=CC(=O)N1C/C(=C\c2ccccc2)C(=O)[C@@]2(C1)[C@H](c1ccccc1)CN(C)[C@]21C(=O)Nc2ccccc21,5.12,CHEMBL3115039
CC[C@H]1CN2CCc3c([nH]c4ccccc34)[C@H]2C[C@@H]1/C(=C\OC)C(=O)OC,5.30,CHEMBL327134
CCN(C)C(=O)Oc1cccc2c1CCN2CCCN(C)C,6.05,CHEMBL3304422
O=c1c2ccccc2nc2n1CC/C2=C\c1ccc(OCCN2CCCCC2)cc1,5.52,CHEMBL469914
CN1CC[C@@H](C(=O)N2C/C(=C\c3ccccc3Cl)C(=O)[C@@]3(C2)[C@H](c2ccccc2Cl)CN(C)[C@]32C(=O)Nc3ccccc32)[C@@]12C(=O)Nc1ccccc12,5.03,CHEMBL3115031
COc1ccc(/C=N/NC(=O)CN2CCN(Cc3ccccc3)CC2)cc1,4.05,CHEMBL2323352
c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,8.39,CHEMBL32823
CCN(CC)CCCCOc1cc2c(cc1OC)C/C(=C/c1ccncc1)C2=O,4.54,CHEMBL2043059
Cc1ccc(CN(C(=O)/C=C/C(=O)N(Cc2ccc(C)cc2)c2ccc(I)cc2)c2ccc(I)cc2)cc1,4.61,CHEMBL2296125
NCCCCCCCCNc1c2c(nc3ccccc13)CCCC2,8.55,CHEMBL258928
CN(CCCNCc1ccc2cccnc2c1O)CCCNc1c2c(nc3ccccc13)CCCC2,7.30,CHEMBL1200237
C=CC(=O)N1C/C(=C\c2ccccc2Cl)C(=O)C2(C1)C(c1ccccc1Cl)C(c1ccccc1)NC21C(=O)Nc2ccccc21,4.65,CHEMBL3235940
O=C(CN1CCCC1)Nc1ccc2ncn(CCc3c[nH]c4ccccc34)c(=O)c2c1,4.59,CHEMBL1094972
CC(C)NCc1cccc2[nH]c3cc(O)ccc3c12,4.76,CHEMBL3127219
O=C(CCNCCCNc1c2c(nc3ccccc13)CCC2)Nc1ccc2c(c1)C(=O)c1cccc3ccnc-2c13,6.40,CHEMBL1830624
O=C(CN1CCN(CCCCCOc2ccc3ccc(=O)oc3c2)CC1)Nc1c2c(nc3ccccc13)CCCC2,6.67,CHEMBL2391484
Cc1ccc2[nH]c(-c3ccc(OCCN4CCCCC4)cc3)nc2c1,5.86,CHEMBL2413736
O=C(O)CCC(=O)NCCCCCCNc1c2c(nc3ccccc13)CCCC2,6.44,CHEMBL2204448
CCC[C@H](NC(=O)OCC(C)C)C(=O)N[C@H](C)c1nc2ccc(F)cc2s1,4.58,CHEMBL2334734
Cn1c(CN2CCOCC2)cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc21,6.10,CHEMBL3127966
CN(C)c1ccccc1CNCCCCCCCCNc1c2c(nc3ccccc13)CCCC2,8.68,CHEMBL2147461
c1ccc(CNc2ccnc(N3CCSCC3)n2)cc1,5.64,CHEMBL1086014
O=c1cc(-c2ccccc2)oc2cc(OCCCCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,6.38,CHEMBL2436702
O=c1ccoc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,7.59,CHEMBL2436692
O=C(NCCC1CCN(Cc2ccccc2)CC1)c1cc2ccccc2oc1=O,6.43,CHEMBL3087897
Cc1ccc(CN(C(=O)/C=C/C(=O)N(Cc2ccc(C)cc2)c2ccc(C)cc2)c2ccc(C)cc2)cc1,4.26,CHEMBL2296118
O=C1c2ccccc2-c2nccc3c(OCCCN4CCCCC4)ccc1c23,6.04,CHEMBL1770206
COc1ccc2oc(C(=O)NCCCCCCCCCCNc3c4c(nc5cc(Cl)cc(Cl)c35)CCCC4)cc(=O)c2c1,8.12,CHEMBL2021715
COc1ccccc1/C=C1\CNCC2C1NC(=S)NC2c1ccccc1OC,5.93,CHEMBL3104448
CCN(CC)Cc1ccc(OCCCCCCCCN2CCCCC2)cc1,8.14,CHEMBL1082846
OC1c2ccccc2N=C2CCCN21,4.94,CHEMBL2165578
C/C(=C\COc1c2ccoc2cc2oc(=O)ccc12)CC[C@@H](O)C(C)(C)O,4.81,CHEMBL1079119
O=c1cc(-c2ccc(Cl)cc2)oc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,6.00,CHEMBL2436709
N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,6.64,CHEMBL251940
CC(C)NCc1cccc2oc3cc(O)ccc3c12,4.74,CHEMBL3127214
NCCCNc1c2c(nc3ccccc13)CCCC2,7.71,CHEMBL258744
O=C1/C(=C/c2ccccc2F)CN(C(=O)[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2cc(Cl)ccc23)C/C1=C\c1ccccc1F,5.50,CHEMBL2380672
C#CCN(C)[C@H](C)Cc1ccc(OCCCCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)cc1,7.73,CHEMBL2333929
COc1cc(/C=C/C(=O)NCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)ccc1OCCO[N+](=O)[O-],8.80,CHEMBL2171325
CCNC(=O)Oc1cccc(CC(=O)N2CCN(Cc3ccccc3)CC2)c1,4.26,CHEMBL1629792
COc1cc2c(cc1OCCCCCN1CCCCC1)C(=O)/C(=C\c1ccncc1)C2,5.04,CHEMBL2043055
COc1ccc(N(Cc2ccc(C)cc2)C(=O)/C=C/C(=O)N(Cc2ccc(C)cc2)c2ccc(OC)cc2)cc1,4.39,CHEMBL2296114
CN1CCC=C(c2nsnc2OCCCOCCC(=O)NCCCCNc2c3c(nc4ccccc24)CCCC3)C1,8.04,CHEMBL589419
Nc1c2c(nc3oc(-c4ccc(Cl)cc4)cc13)CCCCC2,4.37,CHEMBL1916928
O=C(/C=C/c1ccc(O)c(O)c1)NCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,4.53,CHEMBL2151788
COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCOCC3)cc1)NCC2,4.89,CHEMBL3262669
CN(C)c1ccc(-c2cc(=O)c3ccc(OCCCCCCN4CCCC4)cc3o2)cc1,4.94,CHEMBL3093834
COc1ccc(CNCCCCNc2c3c(nc4ccccc24)CCCC3)cc1OC,7.43,CHEMBL1783190
O=c1ccc2cc(OCCCSC[C@@H]3CCCN4CCCC[C@H]34)ccc2o1,5.27,CHEMBL1782746
Cc1ccccc1/C=C1\CNCC2=C1NC(=S)NC2c1ccccc1C,5.51,CHEMBL2385775
O=C(CCS)NCCCCNc1c2c(nc3ccccc13)CCCC2,6.89,CHEMBL2036261
CN(C)CCNCC(=O)Nc1cccc2ccccc12,5.36,CHEMBL3304543
CC(C(=O)NCCCCNc1c2c(nc3ccccc13)CCCC2)c1ccc(-c2ccc(OCCCO[N+](=O)[O-])cc2)c(F)c1,7.97,CHEMBL2380609
COc1ccc(/C=C2\COc3cc(OCCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3C2=O)cc1,7.63,CHEMBL3093173
O=C(CN1CCN(CCCCCCOc2ccc3ccc(=O)oc3c2)CC1)Nc1c2c(nc3ccccc13)CCCC2,6.68,CHEMBL2391485
CCN(C)C(=O)Oc1ccc2c(c1)NCC2CCN(C)C,5.66,CHEMBL3304320
C#CCN(C)Cc1cc2cc(OCCCN3CCC(Cc4ccccc4)CC3)ccc2n1C,5.66,CHEMBL1926712
O=[N+]([O-])c1cccc(/C=C2\CNCC3=C2NC(=S)NC3c2cccc([N+](=O)[O-])c2)c1,5.09,CHEMBL2385779
Cc1ccc(CN(C(=O)/C=C/C(=O)N(Cc2ccc(C)cc2)c2ccc(Br)cc2)c2ccc(Br)cc2)cc1,4.64,CHEMBL2296122
c1ccc2c(COc3nn(CCN4CCCCC4)c4ccccc34)cccc2c1,6.04,CHEMBL3116284
Cc1ccc(/C=C2\CN(CCN3CCOCC3)CC3=C2NC(=S)NC3c2ccc(C)cc2)cc1,5.45,CHEMBL2417673
O=C1/C(=C/c2ccccc2F)CN(C(=O)C[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2ccccc23)C/C1=C\c1ccccc1F,5.46,CHEMBL2332975
CCOC(=O)c1cc2c(N)c3c(nc2nc1C)CCCC3,4.92,CHEMBL1087194
C=CC(=O)N1C/C(=C\c2cccc3ccccc23)C(=O)/C(=C/c2cccc3ccccc23)C1,4.64,CHEMBL2332547
Cc1ccccc1NC(=O)Oc1ccc2c(c1)CN1CCc3ccccc3C1N2C,6.84,CHEMBL2152547
CN(C)c1ccc(-c2cc(=O)c3ccc(OCCCCCCCCN4CCCC4)cc3o2)cc1,5.59,CHEMBL3093838
CCCOC(=O)N[C@H](C(=O)N[C@H](C)c1nc2ccc(F)cc2s1)C(C)C,4.15,CHEMBL2334742
CCCCCCCNC(=O)Oc1ccc2c(c1)CN1CCc3c([nH]c4ccccc34)C1N2C,7.11,CHEMBL3262489
Cn1c(=O)c(C(=O)NCC2CCN(Cc3ccccc3)CC2)c(O)c2ccccc21,5.37,CHEMBL3233927
Cc1ccc(/C=C2\CN(C(=O)[C@H]3C[C@H]4CCCN4[C@]34C(=O)Nc3cc(Cl)ccc34)C/C(=C\c3ccc(C)cc3)C2=O)cc1,4.65,CHEMBL2380675
COc1cc(/C=C/C(=O)NCCNc2c3c(nc4ccccc24)CCCC3)ccc1OCCCCCCO[N+](=O)[O-],7.66,CHEMBL2171312
O=Cc1ccc(O[C@@H]2OC[C@@H](OC(=O)c3ccccc3)[C@@H](OC(=O)c3ccccc3)[C@H]2OC(=O)c2ccccc2)cc1,4.19,CHEMBL450898
CN(C)CC(=O)Nc1ccc2nc3c4[nH]c5ccccc5c4ccn3c(=O)c2c1,4.58,CHEMBL2375943
CCN(C)C(=O)Oc1ccc2c(c1)N(CCC(=O)OC)CC2,5.17,CHEMBL2221046
CN1CCN(CCC(=O)Nc2ccc3nc4c5[nH]c6ccccc6c5ccn4c(=O)c3c2)CC1,4.54,CHEMBL2375930
O=C(NCCCCCCCCCCNc1c2c(nc3cc(Cl)cc(Cl)c13)CCCC2)c1cc(=O)c2ccccc2o1,7.00,CHEMBL2021738
CCN1CC2=C(NC(=S)NC2c2ccccc2OC)/C(=C/c2ccccc2OC)C1,5.09,CHEMBL2417663
CN1CCC=C(c2nsnc2OCCCOCCCC(=O)NCCCNc2c3c(nc4ccccc24)CCCC3)C1,8.00,CHEMBL590055
CCN(CC)CCCCCCCCOc1ccc(CC2NCCc3cc(OC)c(OC)cc32)cc1,4.70,CHEMBL3262660
CC(C)[C@H](NC(=O)OCC(F)(F)C(F)(F)C(F)(F)F)C(=O)N[C@H](C)c1nc2ccc(F)cc2s1,4.08,CHEMBL2334728
C=C1CC[C@@H](O)[C@](C)(O)CC[C@@H]2[C@@H]1CC2(C)C,4.36,CHEMBL512948
C#CCN(C)[C@H](C)Cc1ccc(OCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1,7.63,CHEMBL2333935
COc1ccc(C2c3c(nc4c(c3N)CCCC4)Oc3c2c(=O)oc2ccccc32)cc1OC,5.68,CHEMBL2425854
COc1ccc(CC2COc3cc(OCCCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3C2=O)cc1,7.56,CHEMBL3093172
COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCC(O)(Cc4ccccc4)CC3)cc1)NCC2,4.89,CHEMBL3262670
Fc1ccc(/C=C2\CNCC3=C2N=C2SC=C(c4ccc(F)cc4)N2C3c2ccc(F)cc2)cc1,4.80,CHEMBL3104324
CCN(CC)CCOc1cnc2c3c(cccc13)C(=O)c1ccccc1-2,5.83,CHEMBL1770201
COc1cc2cc(NC(=O)[C@H]3CCC[C@@H](NCc4ccccc4)C3)c(=O)oc2cc1OC,4.48,CHEMBL2314726
CCC[C@H](NC(=O)OC)C(=O)N[C@H](C)c1nc2ccc(F)cc2s1,4.69,CHEMBL2334729
c1ccc2c(c1)c1ccccc1n2C[C@@H]1CCCN2CCCC[C@H]12,5.70,CHEMBL1782712
C=CCNCc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2n1C,6.34,CHEMBL3127968
CN(CCCCCN(C)c1cc2nc(-c3ccccc3)nn(-c3ccccc3)c-2cc1=O)Cc1ccccc1,5.72,CHEMBL2153022
COc1ccc2c(c1)[nH]c1cccc(CN(C(=O)CCO[N+](=O)[O-])C(C)C)c12,5.60,CHEMBL3127220
S=C1NC2=C(CNC/C2=C\c2ccccc2)C(c2ccccc2)N1,5.42,CHEMBL2385774
Oc1ccccc1CNCCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,7.64,CHEMBL2147459
COc1cc(/C=C/C(=O)NCCCCNc2c3c(nc4ccccc24)CCCC3)ccc1OCCO[N+](=O)[O-],7.69,CHEMBL2171317
CN(C)c1ccc(-c2cc(=O)c3ccc(OCCCCCCCCN4CCCCC4)cc3o2)cc1,5.06,CHEMBL3093839
CCN1CCN(CCCCCCCCOc2ccc(CN(CC)CC)cc2)CC1,7.85,CHEMBL1082849
CCN(C)C(=O)Oc1ccc2c(c1)NCC2CCC(=O)OC,5.41,CHEMBL2220435
COc1cc(Cn2c(=O)c(C(=O)NCC3CCN(Cc4ccccc4)CC3)c(O)c3ccccc32)cc(OC)c1O,6.48,CHEMBL3233940
COc1cccc2cc(C(=O)NC3CCN(Cc4ccccc4)CC3)c(=O)oc12,4.70,CHEMBL3087908
CCN(CC)Cc1ccc(OCCCCN2CCN(C)CC2)cc1,5.01,CHEMBL1083711
S=C1NC2=C(CN(CCN3CCOCC3)C/C2=C\c2ccccc2)C(c2ccccc2)N1,5.49,CHEMBL2417667
O=C1NC2=C(CNC/C2=C\c2ccc(F)cc2)C(c2ccc(F)cc2)N1,4.72,CHEMBL2385771
CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1ccccc1,5.82,CHEMBL1080631
CN1CCN(CCOc2ccc3c4c(nccc24)-c2ccccc2C3=O)CC1,5.56,CHEMBL1770207
C=CC(=O)N1C/C(=C\c2ccccc2C)C(=O)[C@@]2(C1)[C@H](c1ccccc1C)CN(C)[C@]21C(=O)Nc2ccccc21,5.41,CHEMBL3115040
FC(F)(F)c1ccc2c(c1)N(C[C@@H]1CCCN3CCCC[C@H]13)c1ccccc1S2,5.40,CHEMBL1782710
COc1ccc2c(c1)[nH]c1cccc(CNC(C)C)c12,5.00,CHEMBL3127216
C#CCN(C)[C@H](C)Cc1ccc(OCCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1,8.03,CHEMBL2333925
Cc1c(OCCCCCCN2CCC(O)CC2)ccc2c(=O)cc(-c3ccccc3)oc12,5.41,CHEMBL2393062
CN(CCCN=c1c2ccccc2nc2n1CCCCCC2)CCC/N=c1\c2ccccc2nc2n1CCCCCC2,6.71,CHEMBL1669448
Fc1ccc(C2=CSC3=NC4=C(CNC/C4=C\c4ccc(Cl)cc4)C(c4ccc(Cl)cc4)N23)cc1,4.80,CHEMBL3104323
O=C(NCCCCCCCCCCNc1c2c(nc3cc(Cl)cc(Cl)c13)CCCC2)c1cc(=O)c2c(O)cc(O)cc2o1,7.46,CHEMBL2021699
Oc1ccccc1CNCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,8.00,CHEMBL2147361
CCN(CCCNc1c2c(nc3ccccc13)CCCC2)CC(=O)Nc1nc(-c2ccc(OC)cc2)cs1,6.56,CHEMBL2158117
CCCCN(CCCC)CCCCCCCCOc1ccc(CN(CC)CC)cc1,7.77,CHEMBL1086101
COc1ccccc1/C=C1\CN(CCN2CCOCC2)CC2=C1NC(=S)NC2c1ccccc1OC,5.23,CHEMBL2417671
CCN(CC)CCCCCCOc1ccc(CN(CC)CC)cc1,5.78,CHEMBL1083432
CCN1CCN(CCCCCCCCCCOc2ccc(CN(CC)CC)cc2)CC1,6.72,CHEMBL1085871
COc1ccc(/C=C2\COc3cc(OCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)ccc3C2=O)cc1,7.59,CHEMBL3093170
